,participant_id,trial_type,model,aphantasia_image,phantasia_image,target,choice,reaction_time,image_choice_location,accuracy,winner_model,chosen_image,winner_image,color,shape,content,overall,model_feedback,firstRandomizedTrial,timestamp,saw_visuals,visual_experiences,visual_description,time_to_emerge_visual,frequency_visual,intensity_visual,duration_visual,location_visual,emotional_experience,consciousness_changes,consciousness_description,age,debrief,diagnosis,education,english_speaker,gender,handedness,normal_vision,previous_participation,verbal_likert,visual_likert,vviq-1,vviq-10,vviq-11,vviq-12,vviq-13,vviq-14,vviq-15,vviq-16,vviq-2,vviq-3,vviq-4,vviq-5,vviq-6,vviq-7,vviq-8,vviq-9,vviq_sum,vviq_z
10,5,normal,gpto,154_gpto,4329_gpto,005_gpto,own,6.07,left,1,na,participant_005_gpto,participant_005_gpt4,2,4,3,3,What I saw before was more blurry between the shapes and lines,drawing,2025-04-11T18:29:45.476Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Complex objects (e.g., animals, faces, buildings)""]","I saw a cross that sometimes spun clockwise or counterclockwise. I also saw an ""X"" that stretched bigger and bigger. Sometimes, there were blue and red grids that showed up like a checkerboard. Towards the end, I also kept seeing lips that were grinning and with red lipstick and they kept fading in and out.",4-5 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,In the center,"Unpleasant, wanted it to stop","[""Became relaxed or sleepy""]","I think I kept almost seeing visual hallucinations, but then I'd lose it because I would pay less attention or zone out.",21,Strength of mental imagery and the types of hallucination one sees?,No,High School,No,Woman,Right,Yes,No,3,7,4,3,2,4,4,4,4,4,4,5,4,4,4,3,4,3,60,0.3683941988065036
11,5,normal,dalle,154_dalle,4329_dalle,005_dalle,own,4.74,middle,1,na,participant_005_dalle,participant_005_gpt4,2,4,3,3,What I saw before was more blurry between the shapes and lines,drawing,2025-04-11T18:29:45.476Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Complex objects (e.g., animals, faces, buildings)""]","I saw a cross that sometimes spun clockwise or counterclockwise. I also saw an ""X"" that stretched bigger and bigger. Sometimes, there were blue and red grids that showed up like a checkerboard. Towards the end, I also kept seeing lips that were grinning and with red lipstick and they kept fading in and out.",4-5 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,In the center,"Unpleasant, wanted it to stop","[""Became relaxed or sleepy""]","I think I kept almost seeing visual hallucinations, but then I'd lose it because I would pay less attention or zone out.",21,Strength of mental imagery and the types of hallucination one sees?,No,High School,No,Woman,Right,Yes,No,3,7,4,3,2,4,4,4,4,4,4,5,4,4,4,3,4,3,60,0.3683941988065036
12,5,normal,stable,154_stable,4329_stable,005_stable,own,8.56,left,1,na,participant_005_stable,participant_005_gpt4,2,4,3,3,What I saw before was more blurry between the shapes and lines,drawing,2025-04-11T18:29:45.476Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Complex objects (e.g., animals, faces, buildings)""]","I saw a cross that sometimes spun clockwise or counterclockwise. I also saw an ""X"" that stretched bigger and bigger. Sometimes, there were blue and red grids that showed up like a checkerboard. Towards the end, I also kept seeing lips that were grinning and with red lipstick and they kept fading in and out.",4-5 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,In the center,"Unpleasant, wanted it to stop","[""Became relaxed or sleepy""]","I think I kept almost seeing visual hallucinations, but then I'd lose it because I would pay less attention or zone out.",21,Strength of mental imagery and the types of hallucination one sees?,No,High School,No,Woman,Right,Yes,No,3,7,4,3,2,4,4,4,4,4,4,5,4,4,4,3,4,3,60,0.3683941988065036
13,5,final,na,na,na,na,own,18.58,bottom_right,1,gpt4.5,participant_005_gpt4,participant_005_gpt4,2,4,3,3,What I saw before was more blurry between the shapes and lines,drawing,2025-04-11T18:29:45.476Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Complex objects (e.g., animals, faces, buildings)""]","I saw a cross that sometimes spun clockwise or counterclockwise. I also saw an ""X"" that stretched bigger and bigger. Sometimes, there were blue and red grids that showed up like a checkerboard. Towards the end, I also kept seeing lips that were grinning and with red lipstick and they kept fading in and out.",4-5 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,In the center,"Unpleasant, wanted it to stop","[""Became relaxed or sleepy""]","I think I kept almost seeing visual hallucinations, but then I'd lose it because I would pay less attention or zone out.",21,Strength of mental imagery and the types of hallucination one sees?,No,High School,No,Woman,Right,Yes,No,3,7,4,3,2,4,4,4,4,4,4,5,4,4,4,3,4,3,60,0.3683941988065036
14,6,normal,gemini,3199_gemini,2158_gemini,006_gemini,aphantasia,5.01,right,0,na,3199_gemini,participant_006_gpto,3,3,4,2,"This was similar in the sense that it was a clear grid shape that I saw, and it is different in the sense that I saw more black on the screen than red. I didn't see any blue lines either. Also there is a gradient in the top right that I did not experience during the Ganzflicker. ",drawing,2025-04-11T19:11:07.102Z,True,"[""Distortions (e.g., screen warping or rotating)""]",I really just saw circles moving. This happened maybe 3-4 times? It was the same distortion each time. A ball of black dots would rotate and it would shift across the screen and then disappear. ,4-5 minutes,Infrequently,"Clear, but not vivid",Persisting several seconds,All over the screen,"Somewhat unpleasant, but didn't mind going on","[""Became relaxed or sleepy"",""Lost a sense of time""]",I was surprised that 10 minutes had passed. It felt more like 7-8 mins had passed. I got really sleepy -- you'll see that in the eyetracking data at some point I closed my eyes for about 10 seconds.,21,seeing factors involved in visual hallucination? There might be different experimental groups..? ,No,High School,Yes,Woman,Right,Yes,No,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,36,-1.4929659635842514
15,6,normal,claude,3199_claude,2158_claude,006_claude,own,4.46,right,1,na,participant_006_claude,participant_006_gpto,3,3,4,2,"This was similar in the sense that it was a clear grid shape that I saw, and it is different in the sense that I saw more black on the screen than red. I didn't see any blue lines either. Also there is a gradient in the top right that I did not experience during the Ganzflicker. ",drawing,2025-04-11T19:11:07.102Z,True,"[""Distortions (e.g., screen warping or rotating)""]",I really just saw circles moving. This happened maybe 3-4 times? It was the same distortion each time. A ball of black dots would rotate and it would shift across the screen and then disappear. ,4-5 minutes,Infrequently,"Clear, but not vivid",Persisting several seconds,All over the screen,"Somewhat unpleasant, but didn't mind going on","[""Became relaxed or sleepy"",""Lost a sense of time""]",I was surprised that 10 minutes had passed. It felt more like 7-8 mins had passed. I got really sleepy -- you'll see that in the eyetracking data at some point I closed my eyes for about 10 seconds.,21,seeing factors involved in visual hallucination? There might be different experimental groups..? ,No,High School,Yes,Woman,Right,Yes,No,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,36,-1.4929659635842514
16,6,normal,dalle,3199_dalle,2158_dalle,006_dalle,own,2.78,left,1,na,participant_006_dalle,participant_006_gpto,3,3,4,2,"This was similar in the sense that it was a clear grid shape that I saw, and it is different in the sense that I saw more black on the screen than red. I didn't see any blue lines either. Also there is a gradient in the top right that I did not experience during the Ganzflicker. ",drawing,2025-04-11T19:11:07.102Z,True,"[""Distortions (e.g., screen warping or rotating)""]",I really just saw circles moving. This happened maybe 3-4 times? It was the same distortion each time. A ball of black dots would rotate and it would shift across the screen and then disappear. ,4-5 minutes,Infrequently,"Clear, but not vivid",Persisting several seconds,All over the screen,"Somewhat unpleasant, but didn't mind going on","[""Became relaxed or sleepy"",""Lost a sense of time""]",I was surprised that 10 minutes had passed. It felt more like 7-8 mins had passed. I got really sleepy -- you'll see that in the eyetracking data at some point I closed my eyes for about 10 seconds.,21,seeing factors involved in visual hallucination? There might be different experimental groups..? ,No,High School,Yes,Woman,Right,Yes,No,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,36,-1.4929659635842514
17,6,normal,gpto,3199_gpto,2158_gpto,006_gpto,own,2.58,right,1,na,participant_006_gpto,participant_006_gpto,3,3,4,2,"This was similar in the sense that it was a clear grid shape that I saw, and it is different in the sense that I saw more black on the screen than red. I didn't see any blue lines either. Also there is a gradient in the top right that I did not experience during the Ganzflicker. ",drawing,2025-04-11T19:11:07.102Z,True,"[""Distortions (e.g., screen warping or rotating)""]",I really just saw circles moving. This happened maybe 3-4 times? It was the same distortion each time. A ball of black dots would rotate and it would shift across the screen and then disappear. ,4-5 minutes,Infrequently,"Clear, but not vivid",Persisting several seconds,All over the screen,"Somewhat unpleasant, but didn't mind going on","[""Became relaxed or sleepy"",""Lost a sense of time""]",I was surprised that 10 minutes had passed. It felt more like 7-8 mins had passed. I got really sleepy -- you'll see that in the eyetracking data at some point I closed my eyes for about 10 seconds.,21,seeing factors involved in visual hallucination? There might be different experimental groups..? ,No,High School,Yes,Woman,Right,Yes,No,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,36,-1.4929659635842514
18,6,normal,stable,3199_stable,2158_stable,006_stable,own,4.89,right,1,na,participant_006_stable,participant_006_gpto,3,3,4,2,"This was similar in the sense that it was a clear grid shape that I saw, and it is different in the sense that I saw more black on the screen than red. I didn't see any blue lines either. Also there is a gradient in the top right that I did not experience during the Ganzflicker. ",drawing,2025-04-11T19:11:07.102Z,True,"[""Distortions (e.g., screen warping or rotating)""]",I really just saw circles moving. This happened maybe 3-4 times? It was the same distortion each time. A ball of black dots would rotate and it would shift across the screen and then disappear. ,4-5 minutes,Infrequently,"Clear, but not vivid",Persisting several seconds,All over the screen,"Somewhat unpleasant, but didn't mind going on","[""Became relaxed or sleepy"",""Lost a sense of time""]",I was surprised that 10 minutes had passed. It felt more like 7-8 mins had passed. I got really sleepy -- you'll see that in the eyetracking data at some point I closed my eyes for about 10 seconds.,21,seeing factors involved in visual hallucination? There might be different experimental groups..? ,No,High School,Yes,Woman,Right,Yes,No,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,36,-1.4929659635842514
19,6,normal,gpt4.5,3199_gpt4.5,2158_gpt4.5,006_gpt4.5,own,1.94,right,1,na,participant_006_gpt4,participant_006_gpto,3,3,4,2,"This was similar in the sense that it was a clear grid shape that I saw, and it is different in the sense that I saw more black on the screen than red. I didn't see any blue lines either. Also there is a gradient in the top right that I did not experience during the Ganzflicker. ",drawing,2025-04-11T19:11:07.102Z,True,"[""Distortions (e.g., screen warping or rotating)""]",I really just saw circles moving. This happened maybe 3-4 times? It was the same distortion each time. A ball of black dots would rotate and it would shift across the screen and then disappear. ,4-5 minutes,Infrequently,"Clear, but not vivid",Persisting several seconds,All over the screen,"Somewhat unpleasant, but didn't mind going on","[""Became relaxed or sleepy"",""Lost a sense of time""]",I was surprised that 10 minutes had passed. It felt more like 7-8 mins had passed. I got really sleepy -- you'll see that in the eyetracking data at some point I closed my eyes for about 10 seconds.,21,seeing factors involved in visual hallucination? There might be different experimental groups..? ,No,High School,Yes,Woman,Right,Yes,No,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,36,-1.4929659635842514
20,6,final,na,na,na,na,own,4.03,bottom_middle,1,gpto,participant_006_gpto,participant_006_gpto,3,3,4,2,"This was similar in the sense that it was a clear grid shape that I saw, and it is different in the sense that I saw more black on the screen than red. I didn't see any blue lines either. Also there is a gradient in the top right that I did not experience during the Ganzflicker. ",drawing,2025-04-11T19:11:07.102Z,True,"[""Distortions (e.g., screen warping or rotating)""]",I really just saw circles moving. This happened maybe 3-4 times? It was the same distortion each time. A ball of black dots would rotate and it would shift across the screen and then disappear. ,4-5 minutes,Infrequently,"Clear, but not vivid",Persisting several seconds,All over the screen,"Somewhat unpleasant, but didn't mind going on","[""Became relaxed or sleepy"",""Lost a sense of time""]",I was surprised that 10 minutes had passed. It felt more like 7-8 mins had passed. I got really sleepy -- you'll see that in the eyetracking data at some point I closed my eyes for about 10 seconds.,21,seeing factors involved in visual hallucination? There might be different experimental groups..? ,No,High School,Yes,Woman,Right,Yes,No,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,36,-1.4929659635842514
21,7,normal,gpto,3271_gpto,4069_gpto,007_gpto,own,8.78,middle,1,na,participant_007_gpto,participant_007_gpto,4,4,5,4,"I don't quite remember the color of the honeycomb pattern but I don't think it was black. Also, the diamonds were not making a checkerboard pattern and it was more like rows of diamonds against a background.",verbal,2025-04-11T19:56:08.906Z,True,"[""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black""]",I saw patterns of red diamonds and another time I saw patterns of honeycombs. There were also times when the flickering looked more orange than red or black. I can't remember exactly what they looked like but that is what I remember.,1-2 minutes,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,In the center,"Somewhat unpleasant, but didn't mind going on","[""No change, fully alert in the here and now""]",I didn't feel a change in state of consciousness,21,How the visual effects of the Ganzfeld flicker are different for people with different levels of mental imagery vividness,No,High School,Yes,Woman,Right,Yes,No,7,7,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,62,0.5235075456723999
